job_title,company_size,company_industry,country,remote_type,experience_level,years_experience,education_level,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,job_posting_month,job_posting_year,hiring_urgency,job_openings,salary
3,1,4,1,0,2,12,0,1,1,0,0,1,4,2025,2,6,133828
5,1,5,1,0,2,0,0,1,0,1,1,1,9,2024,0,5,199833
3,1,2,4,1,0,7,2,1,1,0,1,0,8,2022,1,1,83447
4,2,2,4,1,1,4,1,1,1,0,1,0,8,2021,0,8,92099
1,0,2,5,0,1,10,1,1,1,1,1,0,11,2025,0,8,108632
3,3,4,6,0,2,2,1,1,0,1,0,1,9,2022,0,7,123997
5,1,5,3,2,1,10,0,1,1,0,1,0,6,2020,2,6,146284
3,1,1,1,0,2,5,2,0,0,0,1,0,9,2025,0,9,130227
2,3,3,4,1,2,2,0,0,0,0,1,0,7,2026,1,3,116936
3,1,2,2,0,1,13,1,0,1,0,0,0,1,2023,2,1,99920
4,1,4,3,2,1,2,0,0,0,0,0,0,12,2021,0,8,92051
4,2,1,0,0,0,8,2,0,1,1,1,1,3,2025,0,6,94197
1,2,4,5,2,2,5,0,1,1,0,1,1,4,2021,1,6,126927
5,0,4,5,0,2,5,0,1,0,0,0,0,3,2026,1,5,144969
3,0,2,4,1,1,8,0,0,0,1,1,0,9,2022,0,2,109486
1,3,4,2,0,2,11,1,1,0,1,1,0,4,2023,0,5,126432
5,2,4,1,2,1,7,1,1,1,0,0,1,2,2026,1,4,127321
1,1,5,0,1,0,13,1,0,0,1,0,0,2,2025,2,4,82171
1,1,2,2,0,0,0,1,0,1,0,1,1,4,2021,0,8,93778
4,3,4,5,1,1,10,2,0,0,0,0,0,7,2023,2,4,78846
2,1,5,5,2,1,2,0,1,1,1,0,1,4,2024,1,3,123544
0,1,0,3,2,1,9,0,0,0,0,0,0,6,2023,2,2,134997
3,3,3,4,1,0,1,0,1,0,1,1,1,2,2022,0,1,92466
2,3,5,2,0,0,3,0,1,0,1,1,0,4,2025,0,9,81990
5,2,1,6,1,2,8,0,0,0,0,0,0,7,2026,2,5,138604
3,2,4,4,0,1,8,1,1,0,1,0,1,2,2025,0,7,102019
5,2,3,1,0,2,12,2,0,1,1,0,0,11,2020,2,6,153147
2,1,4,3,2,1,3,2,1,1,1,1,0,11,2023,0,3,127877
1,0,0,3,0,1,2,2,0,0,1,1,1,10,2024,0,9,118653
0,3,1,0,2,1,9,0,0,0,1,1,0,7,2022,0,4,142268
3,2,5,6,0,0,5,2,0,0,1,1,0,1,2025,0,8,75112
0,0,0,4,1,1,14,0,1,0,0,0,0,4,2025,2,4,119086
4,2,0,6,2,0,3,2,0,1,1,0,1,2,2024,1,4,77925
1,1,3,0,2,0,3,1,1,1,0,0,1,6,2023,0,9,76204
0,3,2,1,1,2,3,0,1,1,1,0,1,8,2023,0,9,164026
0,1,3,4,2,1,12,0,1,1,1,1,1,6,2024,0,5,170793
4,3,0,4,2,1,12,1,1,1,0,0,1,12,2021,0,8,83860
1,1,2,2,0,1,13,1,0,1,1,0,0,1,2023,0,8,110557
1,2,5,5,0,2,6,1,1,0,0,1,1,10,2026,1,6,121235
3,0,2,6,0,0,7,2,1,1,0,1,1,9,2020,0,9,79507
5,1,0,1,2,1,0,0,0,1,1,0,0,3,2026,1,2,154018
2,0,3,6,0,1,4,0,1,1,1,1,1,12,2021,0,8,113041
4,1,3,5,1,1,8,1,0,1,1,1,1,10,2022,0,1,139551
5,2,2,5,1,2,13,1,1,1,1,1,0,6,2020,0,3,173818
2,1,0,5,2,0,9,0,0,1,1,1,0,8,2022,0,2,103694
1,2,3,2,0,2,5,1,1,0,1,0,1,2,2024,1,3,127981
5,0,3,1,0,0,14,2,1,0,0,1,0,10,2022,2,4,106049
1,0,5,4,2,0,12,1,1,0,1,0,0,9,2025,2,1,61338
5,2,3,0,0,2,7,1,1,0,0,1,1,6,2022,0,9,168596
1,2,4,0,2,0,10,1,0,1,0,1,1,10,2021,2,5,75978
4,2,3,3,0,0,6,1,0,1,1,0,0,1,2020,1,6,68523
4,1,2,6,0,0,4,0,0,1,1,0,1,1,2025,1,3,97334
0,2,5,6,1,1,5,1,1,1,0,0,1,5,2024,1,1,129003
1,1,3,3,2,1,7,1,1,1,0,1,1,11,2026,1,6,119168
0,3,1,5,2,2,6,0,0,0,0,0,0,11,2020,1,5,135903
0,0,0,0,2,1,1,2,1,0,1,1,0,1,2023,0,4,144964
3,0,2,4,0,1,1,0,0,0,1,1,0,11,2025,0,2,107583
2,3,3,3,0,0,6,1,1,0,0,0,0,6,2025,0,7,48053
0,0,0,0,0,1,1,2,0,1,1,0,0,12,2022,1,6,134486
2,3,0,4,2,1,11,1,1,0,0,1,0,11,2020,2,2,94465
1,3,2,2,1,2,7,2,1,1,0,0,1,6,2023,1,4,114897
1,1,4,0,1,1,2,1,1,1,1,1,1,7,2020,0,5,135772
3,3,1,1,2,2,7,2,0,0,0,0,1,10,2021,0,9,114631
3,3,5,6,0,0,5,2,0,0,1,0,0,7,2024,1,3,64668
1,2,1,1,2,1,12,0,0,0,0,1,0,11,2025,2,1,91463
5,3,2,5,1,1,2,2,1,1,1,0,1,4,2022,0,9,140814
4,1,0,0,0,0,0,0,0,1,1,1,1,3,2025,0,4,111099
1,1,5,4,0,2,9,0,1,0,1,1,0,9,2023,0,4,146878
1,1,1,6,0,2,13,1,1,1,0,1,0,2,2023,0,7,136393
2,1,4,4,0,1,7,2,0,1,0,0,1,6,2020,1,3,105156
0,1,0,6,1,2,8,1,0,1,0,0,1,3,2022,0,9,172816
0,3,2,3,0,0,5,2,1,0,1,1,0,6,2025,0,3,118457
0,1,2,6,0,2,4,0,1,1,1,0,1,10,2021,1,3,181464
2,1,5,5,1,2,10,2,0,0,0,1,0,7,2026,2,6,134968
1,1,4,4,0,2,0,1,1,1,0,0,1,4,2023,1,6,127167
2,2,5,0,1,0,6,0,1,0,1,1,1,1,2021,0,8,92203
1,2,0,0,2,0,7,2,1,0,1,1,1,8,2024,0,4,88942
0,3,5,0,1,0,1,0,0,1,0,1,0,1,2021,1,1,102310
5,0,2,5,1,0,4,0,0,1,0,1,1,1,2026,0,7,118723
2,3,5,6,1,1,9,2,0,1,0,1,0,1,2025,2,4,90590
0,0,1,3,2,2,6,0,1,0,1,1,1,5,2020,0,9,181303
0,0,5,5,2,2,2,2,1,0,0,0,0,10,2024,1,2,144115
4,0,5,4,0,2,14,2,0,0,0,1,0,6,2023,2,6,118697
1,3,5,3,1,0,6,2,0,0,0,0,0,4,2021,1,1,49261
2,0,4,0,2,2,13,1,0,0,1,1,1,6,2022,0,9,139156
2,3,5,5,0,1,13,2,1,1,0,0,0,9,2025,2,1,79276
1,0,3,2,2,1,3,1,0,1,0,0,1,5,2025,0,9,87265
2,1,1,4,1,1,12,2,1,0,0,0,1,2,2023,2,1,102079
5,3,4,4,0,0,9,1,0,1,0,0,0,6,2026,2,1,90992
3,0,4,5,0,1,12,2,1,1,0,0,0,4,2025,0,9,76147
5,2,2,0,0,2,10,1,0,1,0,0,0,3,2026,2,1,139732
1,3,5,3,2,2,11,2,0,0,0,1,0,7,2026,2,4,112595
1,0,4,5,0,2,12,2,0,1,0,0,1,8,2024,2,1,113392
5,0,4,3,2,2,0,1,1,0,1,0,1,11,2022,1,1,163588
2,3,5,3,0,1,6,0,0,1,0,1,0,4,2026,1,3,93314
3,1,1,3,1,1,2,2,1,0,0,0,1,10,2024,0,9,107548
1,2,2,4,2,1,5,2,1,0,0,1,0,6,2020,1,4,89347
5,3,1,3,0,1,11,2,0,0,0,1,0,12,2025,2,1,126993
0,2,2,4,2,2,9,2,1,1,1,0,1,2,2026,0,9,169738
2,3,0,4,1,2,7,0,0,1,1,1,1,1,2020,0,1,142397
3,3,4,0,0,2,4,1,1,0,0,1,1,6,2024,1,3,124798
0,1,0,0,0,0,10,1,0,1,1,0,0,8,2021,2,4,127329
5,3,2,2,1,1,3,1,0,0,0,1,0,12,2026,1,3,131309
4,1,5,2,2,1,14,1,1,1,1,0,0,5,2026,2,6,111209
1,2,1,3,0,2,0,1,1,1,0,0,1,11,2022,1,3,108706
2,2,3,0,2,0,7,2,0,1,0,1,0,5,2024,1,6,66550
0,0,4,3,1,0,4,1,1,1,0,0,1,8,2025,1,6,98557
2,0,0,0,2,0,9,2,0,1,1,1,0,3,2023,0,1,77738
3,3,0,3,1,1,7,0,0,1,0,1,0,2,2023,1,6,93134
4,2,3,1,1,2,8,0,1,0,1,0,0,1,2023,0,9,119387
1,3,0,4,2,1,1,2,0,0,1,0,0,8,2025,0,9,93607
2,0,4,5,0,2,4,2,0,1,1,1,1,6,2026,0,9,138055
3,2,5,3,2,2,2,2,0,1,1,1,1,1,2020,0,4,143208
2,3,3,6,1,1,3,0,1,0,0,0,1,5,2024,1,3,87452
2,3,3,0,0,1,13,2,0,1,0,0,0,11,2025,0,9,78845
3,0,2,5,2,0,1,1,1,0,0,0,0,8,2024,0,7,50284
2,2,3,3,1,0,10,1,1,1,0,1,0,2,2024,2,2,61102
1,2,2,2,0,1,0,0,1,0,0,1,0,3,2026,0,9,85383
0,2,0,3,0,2,4,1,0,0,1,1,1,7,2026,0,4,182047
4,2,1,3,0,0,7,1,0,0,1,1,1,3,2023,0,2,91051
1,0,2,0,1,1,14,0,0,0,1,0,0,11,2022,2,5,85637
5,0,3,1,0,0,0,0,0,1,1,0,0,11,2021,1,6,101487
1,0,3,1,1,2,1,0,0,0,0,0,0,7,2023,1,6,103872
5,1,1,4,1,2,6,1,1,0,1,0,1,11,2026,0,7,181253
2,1,2,1,0,1,3,0,1,0,1,0,1,5,2020,1,2,124470
1,2,5,1,2,1,11,0,0,0,0,0,0,10,2025,2,4,72118
5,3,3,1,0,0,3,1,1,0,0,1,1,9,2020,0,7,114825
5,2,2,5,0,0,7,2,1,1,1,1,0,10,2020,0,6,121962
3,3,1,3,0,1,2,1,1,0,1,1,0,2,2021,0,9,103666
2,3,5,3,2,1,4,0,0,1,1,1,0,4,2021,0,8,108380
1,1,2,0,0,1,5,1,1,0,1,0,0,5,2025,1,3,106341
4,1,2,3,2,0,5,0,0,0,1,1,1,10,2024,0,8,107287
5,3,5,5,0,2,14,0,1,0,1,0,0,6,2020,2,4,158008
1,3,1,4,0,0,1,0,1,1,1,1,0,3,2024,0,5,81847
1,2,2,2,1,2,14,0,1,0,0,0,1,11,2021,0,8,105601
1,2,1,2,0,0,4,0,0,0,0,1,1,9,2026,1,1,72127
5,0,4,1,0,2,5,2,0,1,1,0,1,7,2026,1,4,163104
2,2,1,6,2,0,3,0,0,1,1,1,0,4,2024,0,7,78692
4,3,5,2,0,0,8,1,1,0,0,1,1,10,2023,0,8,70436
5,2,4,6,1,2,2,0,1,0,1,1,0,10,2026,0,3,169908
5,2,1,4,1,2,12,1,0,0,1,1,0,6,2022,0,5,172230
5,1,1,2,2,1,6,1,1,1,1,1,0,4,2026,0,4,161379
2,2,0,1,0,1,14,2,0,0,1,1,0,4,2026,0,4,101203
0,2,5,0,1,1,1,0,0,0,0,0,0,3,2021,1,1,113332
2,3,5,5,1,0,3,0,0,0,0,0,1,11,2020,1,5,62253
5,3,0,0,2,0,3,2,0,1,1,1,1,6,2024,0,2,133405
2,0,4,1,1,2,14,1,1,1,1,1,1,2,2026,0,1,144990
3,0,1,0,0,0,4,1,0,1,1,0,1,12,2020,0,9,77179
5,1,2,5,0,0,8,0,0,0,0,0,1,2,2024,2,3,118017
5,1,5,2,2,2,0,1,0,1,1,1,1,1,2021,0,6,197708
2,1,2,2,2,2,14,2,0,1,1,0,1,3,2025,0,9,145036
3,3,5,5,1,2,1,0,1,0,1,1,1,6,2025,0,3,141461
2,1,2,3,2,0,11,2,0,0,0,0,1,1,2020,2,3,81642
3,3,5,2,2,2,10,0,1,0,1,0,0,2,2026,0,8,119564
5,3,2,1,0,0,8,0,1,1,0,0,1,4,2022,0,7,95549
0,0,5,0,2,2,8,1,0,1,0,0,1,3,2021,0,7,148075
1,3,4,0,0,2,11,1,1,0,0,0,0,11,2024,2,1,97446
5,1,0,2,0,2,14,2,0,0,0,0,1,3,2026,2,4,172731
5,0,5,3,0,2,7,1,0,1,0,0,1,12,2023,1,4,150475
3,3,1,3,1,1,0,2,0,0,0,1,1,7,2024,1,2,100940
2,2,1,3,1,1,12,1,0,0,1,1,0,2,2023,0,8,103839
0,3,1,4,1,0,4,2,0,0,1,0,0,9,2025,1,1,108796
1,3,0,6,2,2,2,2,1,1,1,1,1,10,2020,0,5,138484
3,0,3,4,1,1,6,1,0,0,1,0,1,5,2022,1,5,102739
1,2,3,4,2,2,6,2,1,0,1,1,0,3,2021,0,3,128689
2,0,3,4,0,1,13,1,0,1,1,1,0,1,2025,0,2,107526
1,2,1,6,1,2,1,2,0,0,1,0,1,10,2022,0,7,123049
4,0,0,3,2,1,7,2,0,1,0,0,1,12,2022,0,7,83723
2,1,0,6,0,0,6,1,1,1,0,1,0,11,2020,1,3,86973
5,2,4,1,0,1,1,2,1,0,1,1,1,7,2023,0,5,152479
5,3,4,1,1,2,11,1,1,0,0,1,0,9,2024,2,3,156034
0,1,2,1,0,1,4,2,1,1,0,1,1,2,2023,1,6,161534
1,3,0,6,0,1,14,0,1,1,0,0,1,5,2026,0,7,82316
0,1,2,6,1,1,14,0,0,0,1,1,0,12,2021,0,2,169250
3,1,5,1,0,2,13,2,1,1,1,0,1,1,2026,0,9,145131
0,3,5,2,1,1,10,1,1,0,1,0,1,8,2020,2,1,137852
5,2,1,4,0,1,9,0,0,1,0,1,0,9,2023,0,9,134918
1,1,5,4,2,2,3,2,0,0,0,1,1,9,2024,0,9,149406
5,1,0,1,1,2,9,1,0,0,1,1,1,12,2023,0,7,202124
0,3,0,3,0,2,2,2,0,0,1,0,1,5,2025,1,6,161915
4,3,4,0,2,1,7,1,0,0,0,0,1,6,2025,0,9,88370
5,1,2,6,2,1,11,0,1,1,0,1,1,7,2020,0,8,160660
5,2,5,3,1,2,7,1,1,1,1,1,0,12,2022,0,9,173206
5,1,0,1,0,1,5,2,1,1,0,0,1,6,2022,0,8,142816
1,2,4,3,1,0,8,2,0,1,0,0,0,1,2023,2,3,49672
1,3,3,0,0,1,10,1,1,0,1,0,0,1,2026,0,8,85452
5,1,0,0,2,0,3,0,0,1,0,0,0,1,2024,1,1,108506
5,2,0,3,1,1,6,0,0,0,0,0,0,9,2025,1,4,110236
0,1,0,4,0,1,2,2,0,0,0,0,1,10,2026,1,6,142586
2,1,0,2,2,1,9,1,1,0,0,0,1,9,2020,0,9,101846
0,1,2,2,2,0,10,1,1,0,0,1,0,12,2022,2,5,126217
5,2,1,2,0,0,2,0,0,0,0,1,0,10,2026,1,5,108207
3,3,3,5,1,0,8,1,1,1,0,0,1,8,2024,0,9,62439
2,3,3,4,1,2,2,2,1,1,1,1,1,8,2023,0,2,139695
5,3,1,6,0,1,5,0,0,1,0,0,1,7,2020,1,1,124827
4,0,3,1,1,2,4,2,1,1,0,1,1,5,2021,0,7,127353
0,1,0,3,1,0,10,1,0,1,1,0,0,3,2021,2,4,126508
2,3,2,4,2,0,10,1,0,1,1,1,0,6,2024,0,9,84280
2,0,4,1,2,2,10,1,1,0,1,1,1,8,2024,0,5,136409
5,1,5,3,1,2,7,1,1,0,0,1,1,4,2024,1,3,183620
2,1,5,4,1,0,5,2,1,1,1,1,1,8,2023,0,9,113848
5,1,4,2,1,0,6,2,0,1,0,1,0,1,2025,0,9,124953
2,0,1,4,2,1,9,0,1,0,0,1,0,8,2021,0,7,93524
1,3,1,5,1,1,14,2,0,1,1,1,0,7,2024,0,5,100360
4,3,0,4,1,1,14,1,1,1,1,0,1,5,2021,2,3,96267
0,1,0,4,2,2,7,2,0,1,0,0,0,10,2025,1,6,158884
1,0,5,2,1,0,11,1,1,0,0,1,0,9,2022,0,9,69865
1,1,3,6,1,1,11,1,0,1,0,0,1,3,2023,2,3,106873
2,0,5,1,0,1,2,0,0,1,1,1,0,5,2023,0,5,102199
4,3,1,4,0,2,11,1,1,0,1,1,0,12,2026,0,8,131588
1,1,5,5,1,0,1,0,1,0,1,0,0,2,2023,1,2,88448
1,3,5,5,0,1,7,0,0,0,0,1,1,7,2023,0,9,98039
0,3,3,4,0,0,3,2,0,1,0,1,1,4,2024,1,2,117267
5,2,3,1,0,0,10,2,0,0,1,1,0,4,2022,0,4,124265
4,0,5,4,1,0,9,0,1,0,0,1,0,5,2022,2,6,66430
0,2,1,2,2,1,13,2,1,1,0,1,0,10,2021,0,8,130182
4,2,5,1,0,1,1,1,1,1,0,1,0,10,2025,1,1,86287
1,0,4,1,0,1,1,0,0,1,1,1,1,7,2026,0,5,116990
3,0,5,4,1,2,6,2,0,1,0,1,0,7,2023,1,6,115587
2,0,3,2,1,2,3,2,0,0,0,0,0,7,2023,1,4,96668
0,1,0,0,0,0,5,2,1,1,1,0,1,1,2023,1,3,130228
2,1,1,1,0,0,14,2,1,0,1,0,1,5,2023,0,8,95843
0,0,0,5,0,0,5,2,1,0,0,0,1,9,2026,1,2,95467
4,3,0,3,0,0,9,1,0,1,1,1,0,2,2022,0,5,75026
0,0,1,4,1,2,10,1,1,1,0,1,0,10,2020,0,8,158848
0,1,1,0,1,0,9,1,0,1,0,0,1,6,2024,2,1,121572
4,3,3,3,1,2,9,0,0,1,1,1,1,3,2021,0,4,137341
0,0,4,6,2,2,11,2,0,1,1,1,1,3,2026,0,6,176794
4,3,5,2,0,1,1,0,1,1,1,0,0,3,2023,1,5,92447
3,0,1,6,1,0,2,2,0,0,0,1,1,6,2025,1,1,72830
2,2,0,6,2,1,3,2,0,1,1,0,0,2,2024,0,8,85352
5,0,0,1,0,1,7,2,0,0,0,1,1,9,2025,0,8,143321
2,3,2,5,2,0,12,0,1,0,0,1,0,3,2025,2,2,64993
0,3,5,4,1,0,2,0,1,0,0,1,0,11,2026,1,1,102796
1,0,0,5,0,0,8,1,0,1,0,0,1,2,2023,2,2,56200
3,1,3,2,2,0,12,1,1,0,0,0,0,7,2023,2,2,67307
4,3,3,1,0,1,9,0,1,1,0,1,1,1,2025,2,1,95500
1,1,0,6,1,1,12,0,1,0,0,1,0,8,2024,2,1,111381
4,3,0,0,2,2,11,0,1,0,1,0,1,11,2025,2,2,120872
3,0,0,1,2,0,13,2,0,1,1,1,0,6,2024,0,5,75815
1,3,3,5,0,2,11,2,1,0,1,0,0,6,2024,2,3,117330
2,2,2,3,1,2,10,2,1,1,0,0,0,2,2025,2,3,100674
1,0,3,6,1,1,4,0,0,1,0,1,0,12,2020,1,3,88538
2,3,1,5,0,1,6,2,0,1,1,0,0,3,2023,1,1,88883
2,1,0,1,2,0,6,0,0,0,0,0,0,12,2023,1,2,65536
2,2,1,4,0,0,4,0,1,0,0,0,1,5,2020,1,4,62963
3,1,0,3,2,2,10,1,0,0,0,0,0,7,2024,0,8,121972
3,3,5,4,2,0,8,0,0,1,0,1,1,9,2022,2,4,73964
1,0,1,1,0,2,8,1,1,0,0,0,1,5,2026,2,5,111280
3,0,2,4,2,2,3,0,0,0,0,0,1,1,2021,1,4,114178
4,2,0,2,2,0,8,0,0,0,0,1,1,4,2021,0,8,75360
5,2,1,4,0,1,13,1,0,0,1,0,0,12,2022,0,8,131518
3,1,0,6,1,1,9,0,1,1,1,1,1,7,2022,0,4,135601
2,2,0,1,1,0,9,2,1,1,1,1,1,11,2020,0,4,86039
2,0,0,4,1,0,9,2,0,0,1,1,1,8,2024,0,8,92368
3,2,3,2,2,2,5,0,1,0,0,1,0,2,2024,1,2,110061
1,0,2,3,1,0,6,2,1,0,1,0,1,4,2022,1,4,74405
1,0,4,2,0,2,5,2,0,1,1,0,1,5,2025,1,5,120812
0,2,1,3,0,1,4,2,1,0,0,1,1,1,2020,1,5,139843
3,3,0,1,0,0,14,0,1,0,1,1,0,10,2023,0,9,75060
2,3,4,3,2,2,5,0,1,0,0,1,1,5,2026,1,3,127133
4,3,2,3,2,0,8,2,0,0,1,0,1,10,2023,0,8,76743
5,3,5,4,0,1,2,0,1,0,1,1,1,8,2020,0,9,153355
2,3,5,4,2,0,10,1,1,1,0,0,1,10,2023,0,7,60750
2,2,2,0,1,0,0,0,1,1,1,0,0,4,2026,1,5,61753
0,1,3,1,1,2,1,1,0,1,0,0,1,2,2021,1,6,169257
2,1,2,1,1,0,6,1,1,0,1,1,0,2,2026,0,9,98739
4,0,2,2,0,1,14,0,1,1,0,1,0,1,2025,2,4,90506
3,0,2,6,2,1,6,1,1,1,0,0,1,10,2023,1,3,80646
5,1,0,6,2,0,5,1,0,0,1,0,0,9,2023,1,1,124494
0,2,3,4,1,0,6,1,1,1,0,0,0,8,2022,1,2,86234
1,0,0,2,1,2,0,2,0,0,0,1,1,3,2020,1,4,125024
2,3,1,5,0,1,0,2,1,1,1,0,0,12,2021,0,9,90849
1,1,4,4,1,0,14,2,0,1,1,1,0,3,2021,0,3,103413
5,0,3,0,2,2,6,0,0,0,0,1,1,4,2024,1,5,165273
2,2,3,2,0,0,0,2,0,1,0,0,0,2,2020,1,4,49807
5,3,3,1,0,0,11,2,0,0,0,0,1,7,2025,2,3,101160
1,2,0,3,2,0,0,1,1,0,0,0,1,8,2023,1,4,64822
0,1,5,5,0,1,2,0,0,0,0,0,0,7,2025,1,1,139307
5,1,5,4,1,1,4,1,1,1,0,0,0,11,2020,0,8,131061
5,2,4,1,2,1,12,1,1,1,1,0,0,9,2020,2,3,130556
5,3,1,6,0,2,11,2,0,1,1,1,1,5,2021,0,9,182218
3,0,3,1,1,1,7,0,1,1,1,1,1,7,2025,0,4,115878
0,2,2,2,0,2,5,2,1,0,1,1,0,1,2023,0,3,171332
5,2,2,0,1,0,5,0,1,0,0,1,1,9,2024,0,9,110961
1,2,2,6,0,0,7,0,0,0,0,1,0,8,2022,0,8,63659
2,0,3,3,0,2,0,0,0,1,0,1,0,3,2020,1,2,111024
5,2,1,1,1,2,14,1,0,0,0,1,1,8,2021,2,4,163420
1,2,2,6,2,2,3,1,0,0,0,0,1,12,2021,0,9,107470
4,3,3,6,0,1,14,0,0,0,0,1,0,1,2023,2,2,94186
5,1,4,2,1,0,14,1,1,1,0,1,0,12,2026,2,4,123719
5,0,5,6,0,1,14,1,1,1,1,1,1,12,2024,0,7,154994
5,1,1,5,2,2,11,1,1,0,0,0,0,6,2022,2,1,156890
3,0,5,0,0,1,11,1,0,1,1,0,1,5,2024,2,6,99406
5,1,1,6,1,2,10,1,0,0,0,1,1,12,2023,2,2,180079
5,1,4,3,0,0,9,0,0,0,1,0,1,3,2021,0,7,132225
2,3,0,0,1,0,10,1,0,1,0,1,1,1,2021,0,8,70409
0,3,3,3,2,1,4,2,0,0,1,0,1,3,2021,1,6,137769
0,0,2,4,2,2,1,2,0,1,1,0,1,2,2022,1,2,163209
0,3,5,1,2,0,0,1,1,1,1,1,1,3,2026,0,9,130053
2,2,4,3,2,0,8,0,1,1,1,1,0,11,2026,0,7,83033
0,3,0,6,1,2,3,1,1,0,1,1,1,7,2024,0,8,182350
3,0,2,6,0,2,8,0,0,0,0,1,1,12,2023,2,2,127229
5,0,0,5,1,1,12,2,0,1,0,1,0,10,2021,2,1,129778
1,0,0,1,0,0,1,0,1,0,1,1,1,10,2026,0,2,90388
3,3,0,3,0,2,1,0,1,1,1,0,1,11,2023,1,5,123692
4,0,1,0,1,1,14,1,1,0,1,0,1,10,2024,2,3,99672
5,2,2,0,2,1,6,2,0,1,1,0,0,8,2025,1,3,128491
1,3,0,1,0,1,3,0,1,0,0,1,1,9,2022,1,1,100859
3,1,0,0,0,1,0,1,0,0,0,1,0,1,2024,1,1,106050
1,2,4,5,0,2,9,0,1,1,1,0,1,11,2021,2,2,121210
1,1,4,1,2,2,12,2,0,0,0,1,0,9,2026,0,7,134662
2,0,4,1,0,1,6,1,1,0,1,0,1,1,2020,1,1,100323
1,2,3,2,1,0,10,1,1,1,1,1,0,12,2023,0,7,78524
0,1,4,2,2,1,9,0,0,0,1,1,1,3,2021,0,9,173620
5,1,0,6,1,1,12,2,1,1,1,0,0,1,2026,2,4,152558
2,0,5,4,2,1,14,1,0,0,0,0,0,5,2020,2,3,76722
4,3,2,2,1,2,13,0,1,0,0,1,1,5,2026,0,9,120373
4,3,2,6,2,1,7,2,1,0,0,1,0,6,2021,1,6,88858
0,0,0,0,0,0,12,1,0,1,0,1,1,10,2022,2,5,114956
2,1,5,6,1,1,10,1,1,0,1,1,0,11,2022,0,6,122842
0,0,4,6,2,2,4,2,1,0,0,0,0,7,2021,1,5,138856
5,2,1,3,0,2,7,2,0,1,1,0,0,1,2022,0,9,156961
5,1,5,1,2,0,1,2,0,0,1,1,1,7,2025,0,5,149977
5,2,2,2,2,0,0,0,0,0,1,0,0,4,2022,1,2,108214
5,0,4,5,0,1,9,0,0,0,0,1,0,12,2025,2,5,126158
4,2,3,0,1,1,2,1,0,1,1,0,0,6,2024,1,4,90374
1,2,0,6,1,0,6,0,0,0,1,0,0,5,2020,0,8,67127
4,0,2,3,1,1,6,1,1,1,0,0,1,11,2021,1,5,88477
4,0,5,3,1,1,2,0,1,1,1,1,1,8,2024,0,8,117001
0,2,2,5,0,1,2,2,1,0,0,0,0,8,2021,1,1,113201
4,2,1,3,0,0,3,1,0,0,1,1,0,8,2020,0,1,84074
5,2,1,6,0,0,8,0,1,1,0,1,0,6,2025,2,5,104550
1,1,3,6,2,2,11,1,1,1,0,1,1,10,2020,0,9,140237
5,3,4,6,1,2,3,0,0,0,0,1,0,3,2020,0,9,151795
3,0,2,3,2,0,13,2,0,1,1,0,0,7,2020,2,5,62894
2,3,3,0,1,1,5,0,1,1,0,0,0,12,2025,0,7,77629
1,2,2,6,1,2,6,2,1,1,0,0,0,8,2023,1,3,102018
2,1,5,3,1,2,2,0,1,0,0,0,0,6,2023,1,1,116040
1,2,3,6,2,1,13,1,1,1,0,0,1,8,2021,0,9,84527
2,3,0,4,1,0,8,2,0,1,1,1,0,10,2024,0,5,80537
4,3,5,2,2,2,2,1,1,1,1,0,1,9,2021,1,2,126495
3,1,0,4,2,0,2,0,1,0,0,1,1,6,2021,1,3,93586
0,3,1,1,2,1,13,2,0,1,1,0,0,8,2022,2,5,130027
1,2,0,0,2,2,12,2,1,1,1,0,1,6,2026,2,4,127725
4,0,4,6,2,1,4,1,1,1,0,1,1,9,2024,1,3,95981
2,2,5,1,0,0,3,1,0,1,1,1,1,3,2021,0,2,94645
3,1,0,4,1,0,5,1,1,1,0,0,1,11,2020,1,4,77039
4,3,5,5,1,0,2,2,0,1,1,0,1,5,2024,1,6,70512
0,0,3,5,2,1,6,2,0,0,0,0,1,3,2025,0,7,121379
5,1,0,6,1,0,8,0,1,0,0,1,1,2,2022,0,8,133198
0,0,3,5,0,2,10,1,1,1,1,0,1,5,2022,0,7,160704
1,1,2,6,1,0,1,2,0,0,1,0,0,8,2024,1,3,80824
3,0,5,0,2,0,8,1,0,0,0,1,0,4,2021,2,5,62990
3,2,2,4,1,2,6,1,0,0,0,1,1,12,2020,1,2,128023
5,3,4,6,2,2,2,2,1,1,0,1,1,8,2023,1,6,163247
0,1,4,3,2,2,12,1,1,1,0,1,0,11,2022,2,4,179574
3,2,2,6,2,2,7,1,1,0,1,1,0,2,2022,0,6,126250
0,1,2,1,2,1,7,0,1,0,0,0,1,11,2025,0,7,143493
5,3,3,5,1,2,10,2,0,0,1,1,0,8,2022,0,1,165391
1,1,3,0,1,2,10,0,1,0,1,1,0,5,2022,0,9,147948
0,1,2,2,0,2,14,0,1,0,1,1,0,5,2026,0,5,193443
1,0,2,2,2,1,5,1,0,0,0,0,1,5,2022,0,9,84859
5,2,5,2,2,2,14,0,0,1,1,0,1,6,2023,2,3,166512
1,3,3,2,1,1,2,1,1,0,1,0,0,2,2024,1,5,88993
